date,AQI,PM2.5,PM10,SO2,CO,NO2,O3_8h
2017-04-06,125,98,106,6,0.9,47,123
2017-04-07,100,76,120,8,0.8,48,76
2017-04-08,86,76,136,7,0.9,60,64
2017-04-09,87,64,100,7,1,46,98
2017-04-10,90,66,119,9,0.8,59,72
2017-04-11,58,26,66,3,0.4,35,90
2017-04-12,70,30,94,5,0.6,53,97
2017-04-13,91,54,135,14,1.1,66,77
2017-04-14,93,60,136,6,0.9,67,99
2017-04-15,70,36,86,5,0.5,52,119
2017-04-16,124,97,176,17,1,72,110
2017-04-17,168,123,210,8,1,56,97
2017-04-18,65,24,80,2,0.3,23,94
2017-04-19,87,45,122,7,0.9,71,35
2017-04-20,71,36,88,3,0.7,44,90
2017-04-21,54,19,58,2,0.3,23,104
2017-04-22,87,44,122,8,0.5,44,122
2017-04-23,62,24,72,4,0.4,24,115
2017-04-24,66,31,79,5,0.5,31,111
2017-04-25,38,13,39,3,0.3,26,77
2017-04-26,51,14,38,3,0.4,30,102
2017-04-27,54,15,49,2,0.4,36,105
2017-04-28,62,23,64,3,0.4,40,115
2017-04-29,76,40,103,3,0.5,43,127
2017-04-30,105,48,158,5,0.5,44,141
2017-05-01,81,39,111,8,0.7,46,123
2017-05-02,132,64,132,10,1,54,196
2017-05-03,93,69,107,9,0.9,47,118
2017-05-04,500,0,0,2,0.3,23,96
2017-05-05,342,181,406,4,0.4,24,88
2017-05-06,71,34,94,3,0.4,38,113
2017-05-07,85,28,75,5,0.4,41,142
2017-05-08,101,56,113,8,0.6,55,162
2017-05-09,100,43,93,7,0.5,26,160
2017-05-10,81,39,69,4,0.5,32,138
2017-05-11,91,31,134,3,0.4,33,96
2017-05-12,111,45,170,5,0.5,26,144
2017-05-13,61,19,67,2,0.3,18,91
2017-05-14,70,12,35,2,0.3,16,124
2017-05-15,81,23,62,7,0.6,26,138
2017-05-16,124,43,90,10,0.6,30,187
2017-05-17,185,62,133,10,0.7,39,250
2017-05-18,201,86,152,11,0.9,52,275
2017-05-19,187,85,150,11,0.8,44,252
2017-05-20,171,57,122,8,0.8,40,236
2017-05-21,116,57,94,12,1,27,178
2017-05-22,53,37,46,7,1.1,37,54
2017-05-23,71,18,32,2,0.5,34,126
2017-05-24,84,17,54,3,0.4,45,141
2017-05-25,104,22,83,5,0.6,39,165
2017-05-26,154,45,97,9,0.6,51,219
2017-05-27,196,69,117,21,1.4,47,261
2017-05-28,194,87,135,17,1.5,36,259
2017-05-29,69,28,88,8,0.7,27,101
2017-05-30,101,42,70,2,0.7,39,162
2017-05-31,140,65,104,4,0.8,45,205
2017-06-01,123,23,57,4,0.6,30,186
2017-06-02,57,23,65,12,1,40,74
2017-06-03,83,29,56,5,0.7,38,140
2017-06-04,141,48,93,11,0.7,51,206
2017-06-05,149,65,115,17,1,61,214
2017-06-06,51,37,32,2,0.6,25,96
2017-06-07,91,47,50,4,0.7,32,150
2017-06-08,70,25,54,2,0.6,55,124
2017-06-09,148,29,90,5,0.7,51,213
2017-06-10,82,21,69,11,0.8,34,139
2017-06-11,124,33,85,7,0.7,49,187
2017-06-12,88,34,78,17,1.2,45,146
2017-06-13,93,40,62,5,0.9,44,152
2017-06-14,123,37,60,3,0.8,48,186
2017-06-15,155,38,95,4,0.7,54,220
2017-06-16,158,59,131,7,0.7,41,223
2017-06-17,200,82,159,12,0.9,37,267
2017-06-18,197,70,124,11,0.9,31,262
2017-06-19,154,37,70,3,0.6,27,219
2017-06-20,156,32,64,3,0.7,26,221
2017-06-21,161,48,79,8,0.9,28,226
2017-06-22,50,33,29,2,0.8,25,101
2017-06-23,51,19,12,2,0.7,20,102
2017-06-24,65,21,26,2,0.6,23,119
2017-06-25,108,26,43,2,0.5,33,169
2017-06-26,134,24,44,2,0.5,39,198
2017-06-27,200,70,96,7,0.9,40,270
2017-06-28,189,98,125,8,1.3,43,254
2017-06-29,139,52,77,3,0.9,34,203
2017-06-30,200,72,113,3,0.9,39,267
2017-07-01,198,89,132,5,1,42,263
2017-07-02,189,88,108,7,1.1,33,254
2017-07-03,122,61,72,3,0.9,30,185
2017-07-04,96,48,51,3,0.9,39,156
2017-07-05,134,82,80,3,1.1,38,198
2017-07-06,96,70,79,4,1.5,32,93
2017-07-07,113,32,38,3,0.8,20,175
2017-07-08,161,41,61,2,0.7,31,226
2017-07-09,169,73,94,3,1.1,29,234
2017-07-10,136,25,55,2,0.6,34,200
2017-07-11,208,48,94,4,0.9,44,311
2017-07-12,191,74,132,4,1,41,256
2017-07-13,131,63,90,3,0.8,25,195
2017-07-14,127,34,63,3,0.7,34,190
2017-07-15,97,40,45,3,1,27,157
2017-07-16,175,67,83,3,1.2,34,240
2017-07-17,120,54,68,3,1.1,28,182
2017-07-18,88,60,61,3,0.9,27,146
2017-07-19,110,75,74,3,0.8,25,171
2017-07-20,127,99,105,3,0.8,31,174
2017-07-21,53,22,23,2,0.7,27,104
2017-07-22,38,23,34,2,0.7,31,77
2017-07-23,60,44,59,2,0.8,39,106
2017-07-24,57,40,54,2,0.8,41,43
2017-07-25,80,32,52,4,0.9,34,137
2017-07-26,43,22,34,3,0.7,32,86
2017-07-27,64,40,66,3,1,48,117
2017-07-28,70,28,56,3,0.8,44,125
2017-07-29,91,31,58,2,0.7,38,150
2017-07-30,129,38,66,3,0.7,35,192
2017-07-31,200,80,101,3,1,36,265
2017-08-01,90,66,72,2,1,30,144
2017-08-02,51,34,42,4,1.1,25,90
2017-08-03,90,23,57,3,0.7,21,149
2017-08-04,112,21,43,3,0.6,38,174
2017-08-05,136,27,57,3,0.7,34,200
2017-08-06,78,17,34,2,0.5,31,134
2017-08-07,88,11,35,3,0.5,31,146
2017-08-08,162,29,69,3,0.7,39,227
2017-08-09,101,24,34,2,0.6,27,162
2017-08-10,125,65,83,3,0.8,33,188
2017-08-11,119,88,95,3,1.2,38,139
2017-08-12,46,31,35,3,0.8,38,79
2017-08-13,57,40,47,2,0.9,37,99
2017-08-14,93,28,39,2,0.8,27,152
2017-08-15,106,55,75,2,1,32,167
2017-08-16,85,56,67,3,0.9,37,142
2017-08-17,92,23,35,2,0.7,28,151
2017-08-18,72,53,68,3,1.2,55,123
2017-08-19,70,42,43,2,1,33,124
2017-08-20,99,60,69,3,1.2,38,159
2017-08-21,133,72,94,2,1.1,39,197
2017-08-22,98,72,81,3,1,35,97
2017-08-23,57,20,32,2,0.7,28,109
2017-08-24,47,13,37,3,0.6,38,82
2017-08-25,47,10,38,3,0.5,39,80
2017-08-26,60,15,56,3,0.6,49,52
2017-08-27,38,17,26,3,0.6,28,76
2017-08-28,34,19,23,3,0.6,28,68
2017-08-29,49,17,50,3,0.5,37,87
2017-08-30,91,52,87,4,0.9,44,150
2017-08-31,107,83,99,2,0.9,35,120
2017-09-01,182,139,145,3,1.5,41,143
2017-09-02,138,103,105,3,1.2,34,139
2017-09-03,100,58,81,4,0.9,32,160
2017-09-04,116,88,107,4,1,36,158
2017-09-05,56,39,85,3,0.7,37,85
2017-09-06,68,16,53,3,0.5,41,122
2017-09-07,146,48,105,3,0.8,49,211
2017-09-08,189,118,152,4,1.3,43,254
2017-09-09,132,101,119,7,1.8,33,181
2017-09-10,122,86,107,2,1.2,41,82
2017-09-11,50,20,43,2,0.5,41,89
2017-09-12,68,23,65,2,0.6,48,122
2017-09-13,123,74,125,5,1.2,59,186
2017-09-14,112,85,118,4,1.1,52,160
2017-09-15,80,60,102,4,0.9,64,121
2017-09-16,122,91,124,4,1.1,63,153
2017-09-17,43,11,47,3,0.4,36,87
2017-09-18,80,23,73,3,0.6,58,136
2017-09-19,57,13,48,3,0.5,47,83
2017-09-20,58,14,58,3,0.5,50,91
2017-09-21,97,59,124,8,1,79,139
2017-09-22,70,23,94,2,0.5,41,83
2017-09-23,120,50,192,7,0.9,75,108
2017-09-24,102,64,157,4,1.1,63,143
2017-09-25,100,76,127,8,1.5,47,136
2017-09-26,66,48,77,2,0.7,43,56
2017-09-27,61,28,61,4,1,49,30
2017-09-28,36,10,37,3,0.4,30,66
2017-09-29,90,45,103,5,0.8,73,68
2017-09-30,142,113,154,4,1.2,69,112
2017-10-01,95,69,89,2,0.8,49,83
2017-10-02,44,13,43,3,0.6,35,36
2017-10-03,42,16,39,2,0.5,35,53
2017-10-04,55,30,62,4,0.6,40,70
2017-10-05,75,55,78,5,0.8,41,88
2017-10-06,90,67,88,5,0.8,50,91
2017-10-07,145,114,128,3,1.2,75,14
2017-10-08,164,123,102,2,1.3,69,7
2017-10-09,41,29,24,3,0.7,30,35
2017-10-10,25,6,7,3,0.4,20,41
2017-10-11,35,11,20,3,0.5,29,43
2017-10-12,50,22,37,2,0.5,40,40
2017-10-13,61,38,54,2,0.8,50,53
2017-10-14,55,15,33,2,0.7,43,20
2017-10-15,67,50,53,3,1.1,42,47
2017-10-16,55,41,54,3,1,42,58
2017-10-17,92,70,77,3,1.2,50,48
2017-10-18,90,69,44,2,1.2,47,27
2017-10-19,75,56,40,2,1.2,39,59
2017-10-20,128,98,79,2,1.5,48,59
2017-10-21,100,73,71,3,1.3,38,72
2017-10-22,56,39,48,5,1,45,20
2017-10-23,50,36,43,2,0.7,39,52
2017-10-24,92,70,72,3,1,47,65
2017-10-25,140,110,92,3,1.3,56,36
2017-10-26,202,153,123,3,1.6,69,25
2017-10-27,221,170,123,3,1.6,68,46
2017-10-28,62,43,55,2,0.7,27,55
2017-10-29,33,8,23,3,0.4,28,57
2017-10-30,58,19,44,3,0.6,47,46
2017-10-31,91,62,105,5,1,73,9
2017-11-01,98,65,100,3,1.1,79,31
2017-11-02,71,52,87,6,1,57,56
2017-11-03,37,8,28,2,0.4,31,62
2017-11-04,67,38,64,5,0.8,55,47
2017-11-05,130,101,120,6,1.3,71,37
2017-11-06,201,152,144,5,1.5,71,56
2017-11-07,111,81,99,3,1,44,66
2017-11-08,63,20,45,6,0.8,52,30
2017-11-09,78,53,94,6,1.4,65,22
2017-11-10,39,7,37,2,0.3,15,58
2017-11-11,46,18,38,4,0.5,37,36
2017-11-12,78,56,93,6,1,64,15
2017-11-13,60,26,71,3,0.6,31,61
2017-11-14,32,11,32,3,0.5,27,62
2017-11-15,46,16,38,3,0.5,38,60
2017-11-16,90,58,87,10,1.4,73,19
2017-11-17,55,22,58,4,0.7,31,64
2017-11-18,54,40,62,7,0.6,36,60
2017-11-19,117,89,118,9,1.4,73,17
2017-11-20,135,105,129,10,1.9,86,29
2017-11-21,158,119,158,12,2,86,37
2017-11-22,33,7,31,3,0.4,18,62
2017-11-23,30,7,29,3,0.4,21,52
2017-11-24,47,22,50,7,0.6,35,52
2017-11-25,76,39,74,7,1,59,25
2017-11-26,30,12,30,3,0.4,26,61
2017-11-27,93,70,96,10,1.4,72,13
2017-11-28,64,37,76,4,0.9,38,64
2017-11-29,43,14,36,4,0.5,36,43
2017-11-30,55,26,52,7,0.8,44,17
2017-12-01,87,73,106,11,1.2,71,0
2017-12-02,162,152,220,17,2,108,0
2017-12-03,254,48,77,6,3,39,0
2017-12-04,28,6,22,2,0.5,18,0
2017-12-05,77,25,51,6,1,49,0
2017-12-06,82,23,52,7,1,42,0
2017-12-07,29,9,28,5,0.3,21,0
2017-12-08,28,23,48,6,0.5,49,0
2017-12-09,77,34,63,8,1.4,64,0
2017-12-10,30,7,46,3,0.3,15,0
2017-12-11,39,6,21,3,0.5,17,0
2017-12-12,23,14,27,5,0.3,33,0
2017-12-13,65,32,50,8,1,54,22
2017-12-14,97,74,87,19,1.9,71,13
2017-12-15,51,33,55,7,0.9,34,57
2017-12-16,41,8,39,3,0.3,13,64
2017-12-17,68,28,52,7,0.9,54,56
2017-12-18,47,12,47,4,0.5,21,63
2017-12-19,65,37,72,9,0.9,52,33
2017-12-20,53,20,43,5,0.6,42,64
2017-12-21,98,53,77,13,1.4,78,20
2017-12-22,72,36,61,9,1.2,57,62
2017-12-23,79,32,57,11,1,63,19
2017-12-24,49,13,49,4,0.5,16,73
2017-12-25,62,31,50,10,0.7,49,43
2017-12-26,59,25,44,7,0.7,48,47
2017-12-27,99,76,89,11,1.5,71,15
2017-12-28,143,109,110,13,1.9,70,19
2017-12-29,225,175,168,6,2.9,86,11
2017-12-30,145,111,118,5,2,62,52
2017-12-31,64,32,67,6,1,51,35
2018-01-01,57,34,63,9,1,44,38
2018-01-02,50,28,50,7,0.8,33,46
2018-01-03,28,11,28,5,0.4,21,51
2018-01-04,40,15,30,4,0.5,32,39
2018-01-05,63,32,54,8,0.9,50,36
2018-01-06,48,16,30,5,0.5,38,48
2018-01-07,54,38,57,10,0.8,43,50
2018-01-08,55,12,60,4,0.3,11,61
2018-01-09,35,7,35,3,0.3,13,63
2018-01-10,32,6,21,3,0.3,9,63
2018-01-11,32,13,25,5,0.5,25,55
2018-01-12,87,61,81,11,1.3,69,21
2018-01-13,139,106,122,15,1.7,79,17
2018-01-14,176,133,137,12,1.7,71,41
2018-01-15,59,32,58,8,0.9,47,42
2018-01-16,114,45,177,5,0.7,42,55
2018-01-17,77,42,104,8,1,49,62
2018-01-18,93,63,105,11,1.2,74,19
2018-01-19,108,81,122,13,1.5,73,36
2018-01-20,63,31,75,9,0.8,48,32
2018-01-21,64,37,77,19,1.2,44,29
2018-01-22,47,22,47,4,0.6,25,65
2018-01-23,32,11,32,4,0.4,15,60
2018-01-24,35,17,33,5,0.4,28,65
2018-01-25,33,9,23,4,0.4,26,62
2018-01-26,53,29,41,8,0.6,42,42
2018-01-27,112,84,95,14,1.4,67,14
2018-01-28,59,11,67,3,0.4,15,66
2018-01-29,56,8,61,3,0.4,20,67
2018-01-30,36,11,36,6,0.4,24,68
2018-01-31,62,22,74,7,0.5,29,65
2018-02-01,68,30,85,10,0.7,36,64
2018-02-02,34,8,30,5,0.3,11,68
2018-02-03,32,8,21,5,0.4,20,64
2018-02-04,40,19,36,8,0.5,32,55
2018-02-05,34,7,18,3,0.3,15,67
2018-02-06,65,47,61,13,0.9,51,43
2018-02-07,51,33,52,8,0.6,31,76
2018-02-08,73,53,76,12,0.9,53,49
2018-02-09,80,40,109,8,0.7,32,74
2018-02-10,44,10,44,3,0.3,12,74
2018-02-11,67,9,84,2,0.3,6,73
2018-02-12,53,12,56,4,0.4,15,73
2018-02-13,79,58,79,13,1.1,57,50
2018-02-14,37,13,33,3,0.4,18,74
2018-02-15,73,53,66,10,0.5,22,80
2018-02-16,107,80,101,14,0.6,24,85
2018-02-17,109,82,92,10,1.3,35,49
2018-02-18,152,116,109,14,1.7,46,80
2018-02-19,188,141,131,24,2,42,69
2018-02-20,63,45,42,6,0.7,21,85
2018-02-21,48,33,43,6,0.6,26,81
2018-02-22,45,18,45,6,0.5,29,77
2018-02-23,52,23,54,6,0.6,29,79
2018-02-24,62,30,74,10,0.6,21,65
2018-02-25,82,60,71,10,0.8,43,66
2018-02-26,162,123,121,21,1.5,69,86
2018-02-27,218,168,170,12,1.8,51,66
2018-02-28,115,87,116,9,1,34,74
2018-03-01,50,17,50,4,0.3,17,80
2018-03-02,103,77,103,18,1,51,65
2018-03-03,215,165,189,18,1.8,72,52
2018-03-04,124,57,198,7,0.8,35,46
2018-03-05,90,48,130,9,0.8,41,65
2018-03-06,64,46,65,10,0.9,38,64
2018-03-07,65,47,64,8,0.7,47,44
2018-03-08,61,43,72,6,0.7,34,70
2018-03-09,135,103,106,12,1.2,66,73
2018-03-10,153,117,125,14,1.4,58,101
2018-03-11,84,62,69,16,1.3,45,59
2018-03-12,189,142,137,10,1.6,69,84
2018-03-13,283,233,189,10,2,92,139
2018-03-14,276,226,176,16,2.4,73,78
2018-03-15,61,20,72,3,0.4,16,87
2018-03-16,55,32,60,7,0.5,28,87
2018-03-17,83,61,60,4,0.9,57,27
2018-03-18,135,103,71,3,0.9,51,81
2018-03-19,93,69,59,4,0.8,43,88
2018-03-20,40,23,39,4,0.5,32,80
2018-03-21,79,58,82,8,0.8,51,68
2018-03-22,110,83,100,7,0.9,61,88
2018-03-23,138,105,126,10,1.3,82,59
2018-03-24,117,88,99,9,1.1,58,108
2018-03-25,74,54,89,7,0.6,54,117
2018-03-26,150,115,133,12,1,70,129
2018-03-27,233,183,182,11,1.3,94,109
2018-03-28,NA,0,0,6,0.8,47,69
2018-03-29,107,37,164,12,0.8,42,80
2018-03-30,66,39,81,7,0.6,50,96
2018-03-31,128,97,146,12,1,77,110
2018-04-01,213,163,198,14,1.4,74,185
2018-04-02,256,206,225,9,1.6,63,143
2018-04-03,69,12,87,2,0.2,15,80
2018-04-04,39,22,20,2,0.4,31,59
2018-04-05,73,50,95,2,0.5,25,42
2018-04-06,59,14,68,2,0.2,8,83
2018-04-07,47,18,47,4,0.3,22,89
2018-04-08,66,38,82,6,0.5,45,82
2018-04-09,108,81,118,20,1.3,59,105
2018-04-10,80,47,109,7,0.8,37,82
2018-04-11,54,18,57,4,0.3,35,97
2018-04-12,76,29,102,9,0.6,37,94
2018-04-13,63,37,57,8,1.1,50,47
2018-04-14,113,26,175,2,0.3,12,93
2018-04-15,64,23,77,4,0.3,28,101
2018-04-16,101,67,152,9,0.6,45,143
2018-04-17,126,89,201,9,0.8,39,145
2018-04-18,133,101,197,7,0.8,45,160
2018-04-19,147,112,179,9,0.9,46,187
2018-04-20,150,115,146,11,1.3,41,211
2018-04-21,85,63,67,3,0.9,31,71
2018-04-22,36,10,18,2,0.3,19,71
2018-04-23,49,16,29,2,0.4,26,97
2018-04-24,56,18,33,2,0.4,35,107
2018-04-25,77,31,61,4,0.5,42,132
2018-04-26,113,85,103,6,0.7,50,153
2018-04-27,107,39,163,4,0.5,36,129
2018-04-28,133,88,159,6,0.7,51,196
2018-04-29,176,133,156,8,1,55,155
2018-04-30,60,26,62,4,0.6,23,111
2018-05-01,111,38,171,2,0.4,30,77
2018-05-02,46,15,38,2,0.3,21,92
2018-05-03,50,14,50,3,0.3,27,100
2018-05-04,100,56,105,8,0.6,52,159
2018-05-05,NA,0,0,4,0.5,45,79
2018-05-06,112,55,174,4,0.5,39,136
2018-05-07,92,51,124,7,0.7,42,150
2018-05-08,81,28,75,4,0.5,36,137
2018-05-09,106,43,92,7,0.6,46,166
2018-05-10,130,85,131,11,0.9,58,192
2018-05-11,100,75,100,6,0.8,48,101
2018-05-12,169,128,115,4,1.4,40,149
2018-05-13,105,45,76,3,0.5,37,165
2018-05-14,158,106,130,6,1.1,41,223
2018-05-15,83,61,92,4,1,40,125
2018-05-16,138,105,83,5,1.7,34,164
2018-05-17,54,38,54,3,0.9,27,73
2018-05-18,84,21,44,4,0.5,28,140
2018-05-19,97,35,63,5,0.7,39,156
2018-05-20,54,37,42,3,0.7,28,104
2018-05-21,79,58,38,2,0.9,34,49
2018-05-22,96,42,141,2,0.4,23,90
2018-05-23,130,52,209,5,0.5,38,138
2018-05-24,135,47,120,7,0.7,48,198
2018-05-25,144,55,118,6,0.7,37,208
2018-05-26,NA,0,0,4,0.7,33,128
2018-05-27,83,40,116,3,0.3,31,128
2018-05-28,NA,0,0,2,0.2,23,87
2018-05-29,55,13,50,2,0.3,31,105
2018-05-30,85,12,34,3,0.3,32,142
2018-05-31,137,26,65,5,0.5,43,200
2018-06-01,114,25,62,3,0.4,44,175
2018-06-02,178,45,97,8,0.7,47,243
2018-06-03,81,49,112,4,0.6,37,115
2018-06-04,93,27,82,3,0.4,37,151
2018-06-05,147,35,106,6,0.5,39,211
2018-06-06,158,45,130,8,0.7,41,223
2018-06-07,84,19,51,3,0.4,22,140
2018-06-08,80,14,42,2,0.4,30,135
2018-06-09,49,20,37,2,0.5,26,97
2018-06-10,95,31,31,2,0.6,21,153
2018-06-11,89,58,58,2,0.8,28,146
2018-06-12,125,77,75,3,0.9,39,187
2018-06-13,59,42,41,3,0.8,30,93
2018-06-14,111,23,37,3,0.6,33,172
2018-06-15,120,72,63,5,1.3,26,181
2018-06-16,126,73,75,3,0.9,26,188
2018-06-17,87,41,43,2,0.7,25,144
2018-06-18,131,72,71,3,0.8,31,194
2018-06-19,104,47,65,4,0.9,25,164
2018-06-20,86,35,45,3,0.6,30,143
2018-06-21,142,24,56,6,0.7,33,206
2018-06-22,89,55,82,6,1,46,146
2018-06-23,190,50,76,4,0.7,29,255
2018-06-24,164,48,83,4,0.7,28,229
2018-06-25,111,73,104,5,1,38,172
2018-06-26,144,110,95,4,1.5,32,202
2018-06-27,44,24,43,3,0.4,32,87
2018-06-28,59,8,22,3,0.3,23,110
2018-06-29,95,16,50,2,0.4,40,153
2018-06-30,165,29,67,5,0.8,31,230
2018-07-01,107,44,49,4,0.9,24,167
2018-07-02,96,39,49,3,0.7,21,155
2018-07-03,109,49,46,3,0.7,22,169
2018-07-04,152,52,69,3,0.8,29,217
2018-07-05,156,61,92,3,1,33,221
2018-07-06,150,32,50,3,0.8,23,215
2018-07-07,65,47,45,3,0.8,25,46
2018-07-08,98,48,37,3,0.8,21,157
2018-07-09,93,69,62,3,0.8,27,75
2018-07-10,46,30,31,3,0.6,20,92
2018-07-11,40,27,25,3,0.6,32,62
2018-07-12,43,30,24,3,0.6,29,71
2018-07-13,55,39,42,3,0.8,35,98
2018-07-14,99,46,39,3,0.7,21,158
2018-07-15,103,53,51,3,0.8,26,163
2018-07-16,33,23,30,3,0.7,24,62
2018-07-17,32,18,12,3,0.6,25,57
2018-07-18,99,74,59,3,1.2,25,106
2018-07-19,84,62,50,3,0.8,29,117
2018-07-20,95,71,66,3,0.9,20,154
2018-07-21,116,61,68,3,0.8,19,177
2018-07-22,55,39,41,3,0.7,25,96
2018-07-23,89,46,53,3,0.8,23,146
2018-07-24,28,14,18,3,0.5,17,55
2018-07-25,48,9,15,3,0.4,16,96
2018-07-26,85,10,28,3,0.5,23,141
2018-07-27,83,43,50,3,1,21,139
2018-07-28,114,49,55,3,1,19,175
2018-07-29,130,65,78,3,1.1,24,192
2018-07-30,126,64,74,3,1,26,188
2018-07-31,145,56,73,3,1,28,209
2018-08-01,149,52,77,3,1,25,213
2018-08-02,135,74,90,3,1.3,23,198
2018-08-03,120,47,69,2,0.9,25,182
2018-08-04,152,56,86,3,1,27,217
2018-08-05,73,30,48,3,0.7,19,127
2018-08-06,46,32,44,4,1.2,28,56
2018-08-07,78,55,54,3,1.1,24,133
2018-08-08,38,20,21,3,0.8,20,75
2018-08-09,95,26,30,2,0.9,26,154
2018-08-10,135,32,42,2,0.8,26,198
2018-08-11,76,41,43,3,1,22,131
2018-08-12,68,49,39,2,1,21,95
2018-08-13,76,41,37,2,0.9,20,131
2018-08-14,35,23,29,2,0.7,19,70
2018-08-15,45,13,25,2,0.5,24,89
2018-08-16,81,12,27,2,0.3,23,137
2018-08-17,137,28,57,2,0.6,36,200
2018-08-18,45,13,20,3,0.4,22,90
2018-08-19,38,18,31,3,0.6,28,75
2018-08-20,78,21,32,2,0.7,22,133
2018-08-21,51,11,27,2,0.4,25,101
2018-08-22,54,17,47,2,0.6,43,60
2018-08-23,68,15,36,2,0.5,31,121
2018-08-24,54,11,31,2,0.4,29,104
2018-08-25,121,27,60,3,0.6,29,183
2018-08-26,125,53,82,3,0.8,28,187
2018-08-27,124,56,79,5,1,30,186
2018-08-28,92,53,67,3,0.9,32,150
2018-08-29,53,8,21,2,0.4,22,103
2018-08-30,39,14,34,3,0.6,30,77
2018-08-31,86,13,28,3,0.5,26,143
2018-09-01,88,44,50,3,0.9,30,145
2018-09-02,67,41,34,2,0.8,19,120
2018-09-03,42,29,28,2,0.5,19,78
2018-09-04,43,7,19,2,0.3,24,86
2018-09-05,62,11,33,3,0.4,31,114
2018-09-06,35,8,35,2,0.3,19,68
2018-09-07,34,5,18,2,0.3,17,68
2018-09-08,42,8,23,2,0.3,27,84
2018-09-09,75,24,56,4,0.5,41,129
2018-09-10,75,43,74,6,0.9,52,129
2018-09-11,80,43,68,5,0.8,41,135
2018-09-12,103,47,58,4,0.8,37,163
2018-09-13,110,80,97,4,0.9,49,170
2018-09-14,132,100,109,5,1,50,157
2018-09-15,30,14,23,2,0.4,20,59
2018-09-16,42,8,26,3,0.3,30,83
2018-09-17,52,12,40,3,0.4,41,72
2018-09-18,63,20,55,3,0.5,50,56
2018-09-19,74,28,63,3,0.7,59,42
2018-09-20,64,45,70,3,0.7,50,116
2018-09-21,45,15,45,2,0.3,29,62
2018-09-22,34,6,25,2,0.2,18,68
2018-09-23,30,5,25,2,0.3,22,59
2018-09-24,36,8,25,3,0.3,28,72
2018-09-25,48,22,48,4,0.6,36,90
2018-09-26,54,34,57,3,0.6,40,93
2018-09-27,89,66,80,5,0.9,59,68
2018-09-28,75,55,42,3,0.8,35,83
2018-09-29,32,6,13,3,0.3,24,64
2018-09-30,30,5,18,3,0.3,21,59
2018-10-01,40,8,21,3,0.3,19,80
2018-10-02,44,11,29,3,0.4,35,81
2018-10-03,53,13,34,3,0.5,42,82
2018-10-04,74,46,74,8,1,56,128
2018-10-05,109,82,87,7,1.2,56,123
2018-10-06,33,8,21,3,0.3,18,66
2018-10-07,49,10,36,2,0.4,39,67
2018-10-08,42,9,34,2,0.4,33,73
2018-10-09,26,4,19,3,0.2,15,51
2018-10-10,33,7,22,3,0.3,26,52
2018-10-11,47,12,31,2,0.3,37,59
2018-10-12,73,40,73,4,0.6,58,72
2018-10-13,113,85,104,6,1,75,90
2018-10-14,189,142,143,6,1.2,77,114
2018-10-15,203,153,126,5,1.4,69,55
2018-10-16,83,61,38,3,0.9,37,74
2018-10-17,53,32,51,2,0.6,42,63
2018-10-18,67,31,50,3,0.6,53,64
2018-10-19,73,43,56,3,0.7,58,79
2018-10-20,88,65,75,5,0.8,68,81
2018-10-21,152,116,111,7,1.4,85,56
2018-10-22,158,120,116,5,1.2,58,72
2018-10-23,45,15,43,2,0.4,36,58
2018-10-24,85,45,95,4,0.9,68,37
2018-10-25,112,84,123,9,1.5,74,29
2018-10-26,45,5,45,3,0.2,11,56
2018-10-27,33,10,32,3,0.3,26,57
2018-10-28,36,4,29,2,0.2,11,72
2018-10-29,31,5,20,2,0.3,21,62
2018-10-30,49,11,33,3,0.4,39,65
2018-10-31,62,23,51,4,0.8,49,45
2018-11-01,80,51,77,6,0.9,64,58
2018-11-02,152,116,126,8,1.5,96,31
2018-11-03,211,161,148,8,1.7,89,81
2018-11-04,102,76,69,3,0.8,48,23
2018-11-05,47,20,27,2,0.5,37,30
2018-11-06,50,14,31,3,0.5,40,40
2018-11-07,65,28,55,4,0.7,52,16
2018-11-08,94,70,101,6,1.2,73,14
2018-11-09,54,31,58,3,0.6,41,61
2018-11-10,50,13,38,3,0.4,40,37
2018-11-11,72,46,80,5,0.7,57,49
2018-11-12,132,100,119,7,1.2,75,33
2018-11-13,230,180,159,6,1.7,78,33
2018-11-14,270,220,164,4,2.2,75,37
2018-11-15,84,62,57,3,0.8,32,52
2018-11-16,39,14,28,3,0.4,31,52
2018-11-17,78,44,76,7,0.8,62,24
2018-11-18,64,30,77,5,0.7,42,63
2018-11-19,83,47,92,10,1.1,66,17
2018-11-20,69,40,87,6,0.8,54,50
2018-11-21,49,21,49,4,0.5,35,55
2018-11-22,68,28,64,6,0.7,54,37
2018-11-23,93,69,98,13,1.4,66,13
2018-11-24,123,93,106,9,1.2,63,46
2018-11-25,119,90,112,8,1.4,73,24
2018-11-26,266,216,231,11,2.4,105,15
2018-11-27,163,50,275,3,0.5,31,61
2018-11-28,116,56,181,15,1.3,68,12
2018-11-29,101,58,152,14,1.6,65,17
2018-11-30,123,93,184,12,1.9,83,16
2018-12-01,175,132,199,10,2,82,30
2018-12-02,232,182,227,7,2.6,85,5
2018-12-03,NA,0,0,3,0.5,21,57
2018-12-04,61,14,71,3,0.4,25,58
2018-12-05,77,39,103,10,1.1,59,8
2018-12-06,37,9,37,3,0.4,15,54
2018-12-07,38,6,38,3,0.3,12,56
2018-12-08,36,11,36,3,0.3,22,60
